CompanyName,Name,Legal
"D. E. SHAW KALON PORTFOLIOS, L.L.C.","D. E. SHAW KALON PORTFOLIOS, L.L.C.",
GE Betz Pty Limited,GE Betz Pty,Limited
Fortress Global Opportunities (Yen) Advisors LLC,Fortress Global Opportunities (Yen) Advisors,LLC
FRANKLIN GLOBAL SUKUK FUND,FRANKLIN GLOBAL SUKUK FUND,
WORLD HEALTH ORGANIZATION (WHO),WORLD HEALTH ORGANIZATION (WHO),
MONTANA-DAKOTA UTILITIES CO.,MONTANA-DAKOTA UTILITIES,CO.
QUALCOMM GLOBAL TRADING PTE. LTD.,QUALCOMM GLOBAL TRADING PTE,LTD.
LVIP Vanguard Domestic Equity ETF Fund,LVIP Vanguard Domestic Equity ETF Fund,
"RealNetworks, Inc.",RealNetworks,Inc.
LGT Select Funds,LGT Select Funds,
ABERDEEN GROUP PLC,ABERDEEN GROUP,PLC
"THE PRIVATVARDE FUND, L.P.","THE PRIVATVARDE FUND, L.P.",
CHEYNE SELECT FUNDS PUBLIC LIMITED COMPANY - CHEYNE HIGH INCOME REGULATORY CAPITAL FUND,CHEYNE SELECT FUNDS PUBLIC LIMITED COMPANY - CHEYNE HIGH INCOME REGULATORY CAPITAL FUND,
DRURY DEVELOPMENT CORPORATION,DRURY DEVELOPMENT,CORPORATION
"Trinity Industries, Inc.",Trinity Industries,Inc.
"Franklin Templeton Global Multisector Plus (Master) Fund, Ltd.",Franklin Templeton Global Multisector Plus (Master) Fund,Ltd.
Fidelity Limited Term Government Fund,Fidelity Limited Term Government Fund,
"SIRIOS OVERSEAS FUND, LTD.",SIRIOS OVERSEAS FUND,LTD.
TEXAS MUNICIPAL GAS ACQUISITION AND SUPPLY CORPORATION III,TEXAS MUNICIPAL GAS ACQUISITION AND SUPPLY CORPORATION III,
"PERRY PRIVATE OPPORTUNITIES FUND, L.P.","PERRY PRIVATE OPPORTUNITIES FUND, L.P.",
PIMCO CAYMAN JAPAN FUND I LTD.,PIMCO CAYMAN JAPAN FUND I,LTD.
EURO SERIES - EURO BALANCED,EURO SERIES - EURO BALANCED,
FIDELITY MT. VERNON STREET TRUST,FIDELITY MT. VERNON STREET TRUST,
"Dynegy Power, LLC",Dynegy Power,LLC
JPMorgan Tax Aware Real Return Fund,JPMorgan Tax Aware Real Return Fund,
"ENTERGY LOUISIANA, LLC",ENTERGY LOUISIANA,LLC
"Eugene A. Delle Donne And Son, L.P.","Eugene A. Delle Donne And Son, L.P.",
"Wellington Trust Company, National Association, Multiple Collective Investment Funds Trust - All Cap Opportunities Portfolio","Wellington Trust Company, National Association, Multiple Collective Investment Funds Trust - All Cap Opportunities Portfolio",
Convex Asia Master Fund Ltd,Convex Asia Master Fund,Ltd
Vanguard Target Retirement 2025 Fund,Vanguard Target Retirement 2025 Fund,
WMP Unconstrained Global Agriculture Master Fund (Cayman) L.P.,WMP Unconstrained Global Agriculture Master Fund (Cayman) L.P.,
RUSSELL INVESTMENT COMPANY PUBLIC LIMITED COMPANY - COPPER ROCK GLOBAL ALL CAP EQUITY FUND,RUSSELL INVESTMENT COMPANY PUBLIC LIMITED COMPANY - COPPER ROCK GLOBAL ALL CAP EQUITY FUND,
"ENABLE PRODUCTS, LLC",ENABLE PRODUCTS,LLC
Fidelity Central Investment Portfolios II LLC,Fidelity Central Investment Portfolios II,LLC
GOLDMAN SACHS EMERGING MARKETS CORE® EQUITY PORTFOLIO,GOLDMAN SACHS EMERGING MARKETS CORE® EQUITY PORTFOLIO,
"Placer Creek Partners, L.P.","Placer Creek Partners, L.P.",
PSF GLOBAL PORTFOLIO,PSF GLOBAL PORTFOLIO,
Goldman Sachs Funds - Goldman Sachs Strategic Commodities Portfolio,Goldman Sachs Funds - Goldman Sachs Strategic Commodities Portfolio,
AZL VERMOGENSBEHEER B.V.,AZL VERMOGENSBEHEER B.V.,
NATIONWIDE PENSION FUND TRUSTEE LIMITED,NATIONWIDE PENSION FUND TRUSTEE,LIMITED
MARCO CONSULTING GROUP TRUST I,MARCO CONSULTING GROUP TRUST I,
HSBC BANK BERMUDA LIMITED,HSBC BANK BERMUDA,LIMITED
DEKABANK DEUTSCHE GIROZENTRALE,DEKABANK DEUTSCHE GIROZENTRALE,
HYPO TIROL BANK AG,HYPO TIROL BANK,AG
PIMCO Balanced Income and Growth Fund,PIMCO Balanced Income and Growth Fund,
Tenet Healthcare Corporation,Tenet Healthcare,Corporation
"CNH CA MASTER ACCOUNT, L.P.","CNH CA MASTER ACCOUNT, L.P.",
GENTING HONG KONG LIMITED,GENTING HONG KONG,LIMITED
BlackRock Advantage SMID Cap V.I. Fund,BlackRock Advantage SMID Cap V.I. Fund,
"Balyasny Dedicated Investor Master Fund, Ltd.",Balyasny Dedicated Investor Master Fund,Ltd.
"Trans Texas Theatres, L.P.","Trans Texas Theatres, L.P.",
MORGAN STANLEY (SWITZERLAND) GmbH,MORGAN STANLEY (SWITZERLAND),GmbH
PIMCO Cayman U.S. Bond Fund,PIMCO Cayman U.S. Bond Fund,
Classics Fund Ltd.,Classics Fund,Ltd.
"AMERICAN CENTURY GROWTH FUNDS, INC. - ADAPTIVE SMALL CAP FUND","AMERICAN CENTURY GROWTH FUNDS, INC. - ADAPTIVE SMALL CAP FUND",
Access One Trust - Access Flex High Yield Fund,Access One Trust - Access Flex High Yield Fund,
"Summerfield PUD, LLC",Summerfield PUD,LLC
GS JAPAN CONCENTRATED SECULAR GROWTH EQUITY MOTHER FUND,GS JAPAN CONCENTRATED SECULAR GROWTH EQUITY MOTHER FUND,
IBM FRANCE FINANCEMENT,IBM FRANCE FINANCEMENT,
BLUEBAY ASSET MANAGEMENT LLP,BLUEBAY ASSET MANAGEMENT,LLP
GLOBAL RESEARCH FOCUSED FUND,GLOBAL RESEARCH FOCUSED FUND,
PRECISION CASTPARTS CORP.,PRECISION CASTPARTS,CORP.
PGIM Core Bond Fund,PGIM Core Bond Fund,
Fidelity Nordic Fund,Fidelity Nordic Fund,
"MSC Industrial Direct Co., Inc.",MSC Industrial Direct Co,Inc.
"Aristeia Master, L.P.","Aristeia Master, L.P.",
Fidelity Sterling Corporate Bond Fund,Fidelity Sterling Corporate Bond Fund,
"MARINER ATLANTIC MULTI-STRATEGY MASTER FUND, LTD.",MARINER ATLANTIC MULTI-STRATEGY MASTER FUND,LTD.
"Sandlot Sports, Inc",Sandlot Sports,Inc
Wellington Emerging Markets Equity Fund,Wellington Emerging Markets Equity Fund,
"ARCHER CAPITAL MANAGEMENT, L.P.","ARCHER CAPITAL MANAGEMENT, L.P.",
UBS (CH) INSTITUTIONAL FUND - GLOBAL BONDS DIVERSIFIED,UBS (CH) INSTITUTIONAL FUND - GLOBAL BONDS DIVERSIFIED,
"CASPIAN SELECT CREDIT MASTER FUND, LTD.",CASPIAN SELECT CREDIT MASTER FUND,LTD.
Mertz Properties LLC,Mertz Properties,LLC
Fixed Income Discount Advisory Company,Fixed Income Discount Advisory,Company
Curian Variable Series Trust - Curian/The Boston Company Multi-Alpha Market Neutral Equity Fund,Curian Variable Series Trust - Curian/The Boston Company Multi-Alpha Market Neutral Equity Fund,
"Xenith Bankshares, Inc.",Xenith Bankshares,Inc.
"Perry Partners International Master, Inc.",Perry Partners International Master,Inc.
"Whitebox Special Opportunities Fund, LP - Series O","Whitebox Special Opportunities Fund, LP - Series O",
"Schwartz Farms, Inc.",Schwartz Farms,Inc.
"Cubist Core Investments, L.P.","Cubist Core Investments, L.P.",
"GREAT WESTERN PRODUCTS HOLDINGS, LLC",GREAT WESTERN PRODUCTS HOLDINGS,LLC
SOUTHPOINT CAPITAL ADVISORS LP,SOUTHPOINT CAPITAL ADVISORS,LP
ENEL FINANCE INTERNATIONAL N.V.,ENEL FINANCE INTERNATIONAL N.V.,
BIOGEN MA INC.,BIOGEN MA,INC.
Deutsche Funds Trust,Deutsche Funds Trust,
Halcyon Structured Asset Management L.P.,Halcyon Structured Asset Management L.P.,
FRANKLIN EURO GOVERNMENT BOND FUND,FRANKLIN EURO GOVERNMENT BOND FUND,
ELECTRONIC ARTS ASIA PACIFIC PTE LTD,ELECTRONIC ARTS ASIA PACIFIC PTE,LTD
Summit Bank,Summit Bank,
AST J.P. MORGAN INTERNATIONAL EQUITY PORTFOLIO,AST J.P. MORGAN INTERNATIONAL EQUITY PORTFOLIO,
NOMURA GLOBAL FINANCIAL PRODUCTS INC.,NOMURA GLOBAL FINANCIAL PRODUCTS,INC.
District of Columbia Retirement Board,District of Columbia Retirement Board,
AMUNDI ABSOLUTE RETURN CANYON FUND PLC - AMUNDI ABSOLUTE RETURN CANYON REFLECTION FUND,AMUNDI ABSOLUTE RETURN CANYON FUND PLC - AMUNDI ABSOLUTE RETURN CANYON REFLECTION FUND,
SIMT MULTI-ASSET INCOME FUND,SIMT MULTI-ASSET INCOME FUND,
PIMCO Cayman Trust - PIMCO Asia High Income Bond Fund,PIMCO Cayman Trust - PIMCO Asia High Income Bond Fund,
日本ドレッサー株式会社,日本ドレッサー株式会社,
MFS Emerging Markets Equity Portfolio,MFS Emerging Markets Equity Portfolio,
"ג'י אי מדיקל סיסטמס ישראל בע""מ","ג'י אי מדיקל סיסטמס ישראל בע""מ",
OPPENHEIMER INTEGRITY FUNDS,OPPENHEIMER INTEGRITY FUNDS,
STRATEGIC INCOME OPPORTUNITIES BOND FUND,STRATEGIC INCOME OPPORTUNITIES BOND FUND,
Kwalu LLC,Kwalu,LLC
LAKE MICHIGAN LIMITED,LAKE MICHIGAN,LIMITED
"Louisiana Drug Company, Incorporated",Louisiana Drug Company,Incorporated
MPA LAS Colinas Limited Partnership,MPA LAS Colinas Limited Partnership,
Colgate University,Colgate University,
PROVIDENT LIFE AND ACCIDENT INSURANCE COMPANY,PROVIDENT LIFE AND ACCIDENT INSURANCE,COMPANY
Newstar Capital LLC,Newstar Capital,LLC
"Vanguard Research Industries, Inc.",Vanguard Research Industries,Inc.
"SECOR ALPHA FUND, LP",SECOR ALPHA FUND,LP
Treasury U.S. 25+ Year Key Rate Duration Non-Lendable Fund,Treasury U.S. 25+ Year Key Rate Duration Non-Lendable Fund,
Mehetia Holdings Inc.,Mehetia Holdings,Inc.
"Malagasy Agencies, Inc.",Malagasy Agencies,Inc.
Fidelity Latin America Fund,Fidelity Latin America Fund,
"Evergy Metro, Inc.",Evergy Metro,Inc.
BLACKROCK MSCI EAFE SMALL CAP EQUITY INDEX NON LENDABLE FUND,BLACKROCK MSCI EAFE SMALL CAP EQUITY INDEX NON LENDABLE FUND,
LEGACY ASSET PORTFOLIO L.P.,LEGACY ASSET PORTFOLIO L.P.,
Index 400 Stock Portfolio,Index 400 Stock Portfolio,
Chelsea Piers L.P.,Chelsea Piers L.P.,
BERMUDA COMMERCIAL BANK LIMITED,BERMUDA COMMERCIAL BANK,LIMITED
COTERRA ENERGY OPERATING CO.,COTERRA ENERGY OPERATING,CO.
"MFIF HOLDINGS BLUE, L.P.","MFIF HOLDINGS BLUE, L.P.",
"AG MVP Plus SG II, L.P.","AG MVP Plus SG II, L.P.",
Vanguard U.K. Government Bond Index Fund,Vanguard U.K. Government Bond Index Fund,
PARTNERS GROUP (USA) INC.,PARTNERS GROUP (USA),INC.
Putnam High Yield Fund,Putnam High Yield Fund,
Columbia Funds Variable Series Trust II - Variable Portfolio - Eaton Vance Floating-Rate Income Fund,Columbia Funds Variable Series Trust II - Variable Portfolio - Eaton Vance Floating-Rate Income Fund,
WELLINGTON ASIAN OPPORTUNITIES FUND,WELLINGTON ASIAN OPPORTUNITIES FUND,
"CNO FINANCIAL GROUP, INC.",CNO FINANCIAL GROUP,INC.
Russell Investments Trust Company Commingled Employee Benefit Funds Trust - Emerging Markets Fund,Russell Investments Trust Company Commingled Employee Benefit Funds Trust - Emerging Markets Fund,
T. Rowe Price Spectrum Conservative Allocation Fund,T. Rowe Price Spectrum Conservative Allocation Fund,
PVH CORP.,PVH,CORP.
PAULSON CREDIT OPPORTUNITIES MASTER LTD.,PAULSON CREDIT OPPORTUNITIES MASTER,LTD.
NTESS Retirement Income Plan Trust,NTESS Retirement Income Plan Trust,
Global Real Estate Securities Fund,Global Real Estate Securities Fund,
Lincoln Variable Insurance Products Trust - LVIP BlackRock Emerging Markets Managed Volatility Fund,Lincoln Variable Insurance Products Trust - LVIP BlackRock Emerging Markets Managed Volatility Fund,
Trustees of Donations to the Protestant Episcopal Church,Trustees of Donations to the Protestant Episcopal Church,
43 Orchard Realty LLC,43 Orchard Realty,LLC
HARTFORD INTERNATIONAL OPPORTUNITIES HLS FUND,HARTFORD INTERNATIONAL OPPORTUNITIES HLS FUND,
SEI Target Date 2020 Fund,SEI Target Date 2020 Fund,
PIMCO US Dollar Short Maturity UCITS ETF,PIMCO US Dollar Short Maturity UCITS ETF,
CHEYNE SELECT FUNDS PUBLIC LIMITED COMPANY,CHEYNE SELECT FUNDS PUBLIC LIMITED,COMPANY
Fidelity Beacon Street Trust - Fidelity Tax Managed Stock Fund,Fidelity Beacon Street Trust - Fidelity Tax Managed Stock Fund,
"Tessera Technologies, Inc.",Tessera Technologies,Inc.
"Mack Pontiac-Cadillac, Inc.",Mack Pontiac-Cadillac,Inc.
CITADEL SECURITIES LLC,CITADEL SECURITIES,LLC
SYNTHETIC INDEX LINKED GILT FUND (2018-2027),SYNTHETIC INDEX LINKED GILT FUND (2018-2027),
Vanguard 500 Index Fund,Vanguard 500 Index Fund,
BNP Paribas L1 - Bond Best Selection World Emerging,BNP Paribas L1 - Bond Best Selection World Emerging,
MCB GROUP LIMITED,MCB GROUP,LIMITED
THE MAURITIUS COMMERCIAL BANK LIMITED,THE MAURITIUS COMMERCIAL BANK,LIMITED
IPRO FUND MANAGEMENT LTD,IPRO FUND MANAGEMENT,LTD
CENTRAL DEPOSITORY & SETTLEMENT CO. LTD,CENTRAL DEPOSITORY & SETTLEMENT CO,LTD
IMARA AFRICAN OPPORTUNITIES FUND LIMITED,IMARA AFRICAN OPPORTUNITIES FUND,LIMITED
Imara Global Fund Limited,Imara Global Fund,Limited
EXINITY LIMITED,EXINITY,LIMITED
MUNICH MAURITIUS REINSURANCE COMPANY LIMITED,MUNICH MAURITIUS REINSURANCE COMPANY,LIMITED
ABC BANKING CORPORATION LTD,ABC BANKING CORPORATION,LTD
SALTRIX LTD,SALTRIX,LTD
HERTSHTEN GROUP LIMITED,HERTSHTEN GROUP,LIMITED
"GC Moore, L.P.","GC Moore, L.P.",
"Commingled Pension Trust Fund (Fixed Income Sub-Advised PIMCO) of JPMorgan Chase Bank, National Association","Commingled Pension Trust Fund (Fixed Income Sub-Advised PIMCO) of JPMorgan Chase Bank, National Association",
UBS (CH) Institutional Fund - Real Estate Switzerland Funds Selection NSL,UBS (CH) Institutional Fund - Real Estate Switzerland Funds Selection NSL,
MARINE AND GENERAL MUTUAL LIFE ASSURANCE SOCIETY,MARINE AND GENERAL MUTUAL LIFE ASSURANCE SOCIETY,
"The Inter-Technical Group, Inc.",The Inter-Technical Group,Inc.
FCOF II Securities Ltd.,FCOF II Securities,Ltd.
OLD MUTUAL AFRICAN FRONTIERS FUND,OLD MUTUAL AFRICAN FRONTIERS FUND,
FIDELITY HANOVER STREET TRUST,FIDELITY HANOVER STREET TRUST,
LVIP SSGA Global Tactical Allocation Managed Volatility Fund,LVIP SSGA Global Tactical Allocation Managed Volatility Fund,
CASTLETON INVESTMENT MANAGEMENT LLC,CASTLETON INVESTMENT MANAGEMENT,LLC
Marcus D. Wedner Revocable Trust,Marcus D. Wedner Revocable Trust,
Brigade HIPO Fund LP,Brigade HIPO Fund,LP
PIMCO Global Balanced Fund (Canada),PIMCO Global Balanced Fund (Canada),
AST QMA U.S. EQUITY ALPHA PORTFOLIO,AST QMA U.S. EQUITY ALPHA PORTFOLIO,
COLONIAL FIRST STATE INVESTMENTS LIMITED,COLONIAL FIRST STATE INVESTMENTS,LIMITED
PT AIR PRODUCTS INDONESIA,PT AIR PRODUCTS INDONESIA,
Baxter International Inc. and Subs Incentive Investment Plan,Baxter International Inc. and Subs Incentive Investment Plan,
Eclipse Funds Inc - MainStay High Yield Opportunities Fund,Eclipse Funds Inc - MainStay High Yield Opportunities Fund,
Diversified Value Portfolio,Diversified Value Portfolio,
Freedom 2010 Portfolio,Freedom 2010 Portfolio,
"Bally Technologies, Inc.",Bally Technologies,Inc.
THE SEI GROWTH FUND,THE SEI GROWTH FUND,
DWS Health and Wellness Fund,DWS Health and Wellness Fund,
NEWPORT OVERSEAS HOLDINGS INC.,NEWPORT OVERSEAS HOLDINGS,INC.
PIONEER FLOATING RATE TRUST,PIONEER FLOATING RATE TRUST,
NEWBROOK CAPITAL ADVISORS LP,NEWBROOK CAPITAL ADVISORS,LP
"Phasetronics, Inc.",Phasetronics,Inc.
MACQUARIE OIL SERVICES CANADA LTD.,MACQUARIE OIL SERVICES CANADA,LTD.
"Silver Creek Low Vol Continuation Fund, L.P.","Silver Creek Low Vol Continuation Fund, L.P.",
NORDSON CORPORATION,NORDSON,CORPORATION
STATE STREET GLOBAL ADVISORS FIXED INCOME PUBLIC LIMITED COMPANY - SSGA WORLD GOVERNMENT BOND INDEX FUND,STATE STREET GLOBAL ADVISORS FIXED INCOME PUBLIC LIMITED COMPANY - SSGA WORLD GOVERNMENT BOND INDEX FUND,
HFR RVA Advent Global Opportunity Master Trust,HFR RVA Advent Global Opportunity Master Trust,
Tetragon Financial Group Limited,Tetragon Financial Group,Limited
Grand Circle Corporation,Grand Circle,Corporation
JPMorgan Trust I - JPMorgan Russia Fund,JPMorgan Trust I - JPMorgan Russia Fund,
INGREDION NETHERLANDS B.V.,INGREDION NETHERLANDS B.V.,
Vanguard Mortgage-Backed Securities Index Fund,Vanguard Mortgage-Backed Securities Index Fund,
"BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC.",BLACKROCK MUNIYIELD NEW YORK QUALITY FUND,INC.
BUSINESS PARTNER INNLANDET AS,BUSINESS PARTNER INNLANDET,AS
PP Ventures Holding GmbH,PP Ventures Holding,GmbH
GDKrag holding ApS,GDKrag holding,ApS
ORMS HOLDING AS,ORMS HOLDING,AS
Peirano Holding ApS,Peirano Holding,ApS
TKVI 743 HOLDING AS,TKVI 743 HOLDING,AS
Hollesen Holding ApS,Hollesen Holding,ApS
1SHOPS ApS,1SHOPS,ApS
Bheast AB,Bheast,AB
AMD Invest GmbH,AMD Invest,GmbH
WILL MARTYR ART LIMITED,WILL MARTYR ART,LIMITED
NOVIBRA AS,NOVIBRA,AS
BASS INVEST HOLDING AS,BASS INVEST HOLDING,AS
GROSSERER JENS LINDE,GROSSERER JENS LINDE,
Aarhus Finans Hvelplund ApS,Aarhus Finans Hvelplund,ApS
Phoeniks Holding ApS,Phoeniks Holding,ApS
Disel AB,Disel,AB
Verbraucherschutzstiftung in NRW,Verbraucherschutzstiftung in NRW,
TH. JENSENS OG SUSANNE JENSENS MINDEFOND,TH. JENSENS OG SUSANNE JENSENS MINDEFOND,
Siersbæk og Engel I/S,Siersbæk og Engel I/S,
TS 2022 Holding ApS,TS 2022 Holding,ApS
BNN INVEST ApS,BNN INVEST,ApS
HNY 034 HOLDING AS,HNY 034 HOLDING,AS
Lysets Venner,Lysets Venner,
VAINA INVESTMENTS LIMITED,VAINA INVESTMENTS,LIMITED
JB CARE HOLDING ApS,JB CARE HOLDING,ApS
Q4 A/S,Q4 A/S,
Michael Ørbæk Larsen ApS,Michael Ørbæk Larsen,ApS
Pej Invest af 2014 ApS,Pej Invest af 2014,ApS
ASO 391 HOLDING AS,ASO 391 HOLDING,AS
Lars Bonnesen Invest ApS,Lars Bonnesen Invest,ApS
SOFO EIENDOM AS,SOFO EIENDOM,AS
MYRDAL INVEST AS,MYRDAL INVEST,AS
SLU 056 HOLDING AS,SLU 056 HOLDING,AS
POUL IVERSEN MENSWEAR HOLDING ApS,POUL IVERSEN MENSWEAR HOLDING,ApS
H. Christiansen & Co. ApS,H. Christiansen & Co,ApS
Holmsol AB,Holmsol,AB
BRØDRENE MELBY TRANSPORT AS,BRØDRENE MELBY TRANSPORT,AS
KONGLE ELVE AS,KONGLE ELVE,AS
TVANGEN INVEST AS,TVANGEN INVEST,AS
ULVEN BOLIGUTLEIE AS,ULVEN BOLIGUTLEIE,AS
EKERHOLT HOLDING AS,EKERHOLT HOLDING,AS
Picment A/S,Picment A/S,
PJO ApS,PJO,ApS
Rulebreaker Holding 2022 ApS,Rulebreaker Holding 2022,ApS
SØRDAL ENGROS AS,SØRDAL ENGROS,AS
MORLEYS STORES LIMITED,MORLEYS STORES,LIMITED
GA2 Holding ApS,GA2 Holding,ApS
DAKABO GmbH,DAKABO,GmbH
FHB Holding GmbH,FHB Holding,GmbH
KGS 069 HOLDING AS,KGS 069 HOLDING,AS
Ulrik Finne Holding ApS,Ulrik Finne Holding,ApS
"Ejerlauget af 1/10-83 Toppen, Gistrup","Ejerlauget af 1/10-83 Toppen, Gistrup",
Marie Rytter ApS,Marie Rytter,ApS
Inwester Holding ApS,Inwester Holding,ApS
H2 CONSULT ApS,H2 CONSULT,ApS
LAEFAHE Holding ApS,LAEFAHE Holding,ApS
CIBUS GADUS AS,CIBUS GADUS,AS
NORVA24 HOLDING AS,NORVA24 HOLDING,AS
CEKI Holding ApS,CEKI Holding,ApS
NICKLAS KANY HOLDING ApS,NICKLAS KANY HOLDING,ApS
F. Holm Holding ApS,F. Holm Holding,ApS
FOSSHAUGANE AS,FOSSHAUGANE,AS
PAAHOLDING AS,PAAHOLDING,AS
Lolland-Falsters Forstmandsforening,Lolland-Falsters Forstmandsforening,
WESTLAKE PHARMACY SERVICES LTD,WESTLAKE PHARMACY SERVICES,LTD
DET DANSKE BIBELSELSKAB,DET DANSKE BIBELSELSKAB,
AS VOSSE-STRONDA,AS VOSSE-STRONDA,
ØkoHolding ApS,ØkoHolding,ApS
EAAN Konsult AB,EAAN Konsult,AB
Martin Daugård ApS,Martin Daugård,ApS
RS HOLDING FREDERICIA ApS,RS HOLDING FREDERICIA,ApS
RINGVEGEN BORETTSLAG,RINGVEGEN BORETTSLAG,
M/A Byg & Montage ApS,M/A Byg & Montage,ApS
JAK II Holding ApS,JAK II Holding,ApS
JALANGSHOLT INVEST AS,JALANGSHOLT INVEST,AS
Weird Peterssons Designs AB,Weird Peterssons Designs,AB
Einhäuser Vermögens-Verwaltung GmbH,Einhäuser Vermögens-Verwaltung,GmbH
ZIKI AS,ZIKI,AS
HJ MYDLAND HOLDING AS,HJ MYDLAND HOLDING,AS
Voel Forsamlingshus,Voel Forsamlingshus,
KLEVEN GODØ AS,KLEVEN GODØ,AS
BELLAHOUSTON HARRIERS,BELLAHOUSTON HARRIERS,
OEDGER HOLDING ApS,OEDGER HOLDING,ApS
ASS GmbH,ASS,GmbH
PFA HOLDING AS,PFA HOLDING,AS
KØBENHAVNS STILLADSUDLEJNING ApS,KØBENHAVNS STILLADSUDLEJNING,ApS
MULTIQUARK ApS,MULTIQUARK,ApS
KURT PEDERSEN ApS,KURT PEDERSEN,ApS
OH CONSULTING ApS,OH CONSULTING,ApS
EMK HOLDING AS,EMK HOLDING,AS
No Such Company ApS,No Such Company,ApS
AM HOLDING 2009 ApS,AM HOLDING 2009,ApS
BNT-GROUP ApS,BNT-GROUP,ApS
RADIUMHOSPITALETS PARKERINGSSELSKAP AS,RADIUMHOSPITALETS PARKERINGSSELSKAP,AS
AMAWI AS,AMAWI,AS
Wentzel Invest ApS,Wentzel Invest,ApS
INNOVINE ANS,INNOVINE,ANS
HW HanseInvest GmbH,HW HanseInvest,GmbH
Niclas Dehlfors AB,Niclas Dehlfors,AB
OCW Holding ApS,OCW Holding,ApS
XXL HOLDING ASA,XXL HOLDING,ASA
Calaxy Holding AB,Calaxy Holding,AB
HMBER 799 HOLDING AS,HMBER 799 HOLDING,AS
ONEPOINT3 HOLDING AS,ONEPOINT3 HOLDING,AS
VPARTNER ENTERPRISES AS,VPARTNER ENTERPRISES,AS
TROLLE PROMOTION & MARKETING ApS,TROLLE PROMOTION & MARKETING,ApS
ANPARTSSELSKABET JØRGEN OG JESPER BACH,ANPARTSSELSKABET JØRGEN OG JESPER BACH,
Loop BidCo ApS,Loop BidCo,ApS
FOTOFILM AS,FOTOFILM,AS
ARNESTEDET EIENDOM AS,ARNESTEDET EIENDOM,AS
Jan Harboe ApS,Jan Harboe,ApS
JMI AS,JMI,AS
KORSGAARDJESSEN,KORSGAARDJESSEN,
LIMB Nielsen ApS,LIMB Nielsen,ApS
FICH.BIZ ApS,FICH.BIZ,ApS
Langholtgaard,Langholtgaard,
Ingstrup Vandværk A.m.b.a.,Ingstrup Vandværk A.m.b.a.,
M. Aagesen Holding ApS,M. Aagesen Holding,ApS
ARASJØ HOLDING AS,ARASJØ HOLDING,AS
MBR 118 HOLDING AS,MBR 118 HOLDING,AS
Xhuset ApS,Xhuset,ApS
AHA e. V.,AHA e. V.,
B-O-T-HOLDING AS,B-O-T-HOLDING,AS
SHIP HAPPENS AS,SHIP HAPPENS,AS
Sønderby Nielsen Holding ApS,Sønderby Nielsen Holding,ApS
LENNART BRUHN HOLDING ApS,LENNART BRUHN HOLDING,ApS
Ovesen Ejendomme Holding ApS,Ovesen Ejendomme Holding,ApS
FAMILIESTØTTEN ApS,FAMILIESTØTTEN,ApS
MASTECH AS,MASTECH,AS
ELY-KPT HOLDING ApS,ELY-KPT HOLDING,ApS
HIGEC INVEST AS,HIGEC INVEST,AS
Motiv Aps,Motiv,Aps
ERIK ERIKSEN HOLDING ApS,ERIK ERIKSEN HOLDING,ApS
DRAUPNE INVEST AS,DRAUPNE INVEST,AS
KRIF fodbold,KRIF fodbold,
UNIMENCO A/S,UNIMENCO A/S,
ELMOGRAFICO GmbH,ELMOGRAFICO,GmbH
Thomas Olsen Consulting ApS,Thomas Olsen Consulting,ApS
Neopera Business Consulting GmbH,Neopera Business Consulting,GmbH
Butiken ApS,Butiken,ApS
STETTE EIENDOM AS,STETTE EIENDOM,AS
CHICA HOLDING AS,CHICA HOLDING,AS
KBH-Erhverv ApS,KBH-Erhverv,ApS
Social Capital GmbH für eine bessere Gesellschaft,Social Capital GmbH für eine bessere,Gesellschaft
"Beboerfonden for Røde Kors Hjemmet , Løgstør","Beboerfonden for Røde Kors Hjemmet , Løgstør",
Grundejerforeningen ULKÆR,Grundejerforeningen ULKÆR,
DASHI AS,DASHI,AS
LISELL HOLDING AS,LISELL HOLDING,AS
KAUR HOLDING AS,KAUR HOLDING,AS
JANNIK WALIN HOLDING ApS,JANNIK WALIN HOLDING,ApS
Fuchsbau Realwelten GmbH,Fuchsbau Realwelten,GmbH
SAAH 994 HOLDING AS,SAAH 994 HOLDING,AS
JR CONSULT & INVEST AS,JR CONSULT & INVEST,AS
BIRGIT M. LEMVIGH ApS,BIRGIT M. LEMVIGH,ApS
BTYNNING AS,BTYNNING,AS
JOAKIM MOHN CONSULTING AS,JOAKIM MOHN CONSULTING,AS
Allan Bach Lassen Holding ApS,Allan Bach Lassen Holding,ApS
Copenhagen Bicycles ApS,Copenhagen Bicycles,ApS
AUL INVEST AS,AUL INVEST,AS
Adhoc Holding AB,Adhoc Holding,AB
DW Liegenschaften GmbH,DW Liegenschaften,GmbH
SAJH AS,SAJH,AS
JIPU Isolator AB,JIPU Isolator,AB
WTW HOLDING AS,WTW HOLDING,AS
Enestående Kommunikation & PR,Enestående Kommunikation & PR,
Waldemar Allert e. S.,Waldemar Allert e. S.,
Viggo Eslund Holding ApS,Viggo Eslund Holding,ApS
AAMANN INVEST ApS,AAMANN INVEST,ApS
Olivega Invest ApS,Olivega Invest,ApS
BYGGUTVIKLING OG EIENDOM AS,BYGGUTVIKLING OG EIENDOM,AS
FRAMTID KAPITAL AS,FRAMTID KAPITAL,AS
DK-BUSINESSPARTNER ApS,DK-BUSINESSPARTNER,ApS
